sample    	read_local_address                                             	contig_local_address                                             	fwd                                                                     	rev                                                                     	contigs                                         	Date      	Depth 	Ocean   	Location	Lon      	Lat       	cruise_id	cruise_station
SRR5788144	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788144/SRR5788144_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788144/SRR5788144_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788144	2010-06-24	8     	Atlantic	GA02    	-44.7117 	-45.5265  	PE321    	31
SRR5788145	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788145/SRR5788145_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788145/SRR5788145_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788145	2010-06-24	76    	Atlantic	GA02    	-46.907  	-47.179   	PE321    	31
SRR5788146	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788146/SRR5788146_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788146/SRR5788146_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788146	2010-06-24	101   	Atlantic	GA02    	-46.907  	-47.179   	PE321    	31
SRR5788147	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788147/SRR5788147_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788147/SRR5788147_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788147	2010-06-24	150   	Atlantic	GA02    	-46.907  	-47.179   	PE321    	31
SRR5788148	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788148/SRR5788148_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788148/SRR5788148_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788148	2011-06-17	100   	Pacific 	GP13    	-48.9358 	-48.7933  	TAN1109  	GT15
SRR5788149	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788149/SRR5788149_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788149/SRR5788149_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788149	2011-06-17	76    	Pacific 	GP13    	-48.9358 	-48.7933  	TAN1109  	GT15
SRR5788150	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788150/SRR5788150_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788150/SRR5788150_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788150	2011-06-17	1008  	Pacific 	GP13    	-48.9358 	-48.7933  	TAN1109  	GT15
SRR5788151	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788151/SRR5788151_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788151/SRR5788151_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788151	2011-06-17	202   	Pacific 	GP13    	-49.5475 	-52.6885  	TAN1109  	GT15
SRR5788152	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788152/SRR5788152_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788152/SRR5788152_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788152	2011-06-18	15    	Pacific 	GP13    	-49.5475 	-52.6885  	TAN1109  	GT16
SRR5788153	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788153/SRR5788153_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788153/SRR5788153_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788153	2011-06-17	5601  	Pacific 	GP13    	9.5462   	-50.4686  	TAN1109  	GT15
SRR5788154	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788154/SRR5788154_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788154/SRR5788154_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788154	2011-05-17	15    	Pacific 	GP13    	9.5462   	-50.4686  	SS2011   	7
SRR5788155	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788155/SRR5788155_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788155/SRR5788155_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788155	2011-06-18	30    	Pacific 	GP13    	9.5462   	-50.4686  	TAN1109  	GT16
SRR5788156	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788156/SRR5788156_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788156/SRR5788156_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788156	2011-05-17	50    	Pacific 	GP13    	9.5462   	-50.4686  	SS2011   	7
SRR5788157	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788157/SRR5788157_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788157/SRR5788157_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788157	2011-05-17	30    	Pacific 	GP13    	9.5462   	-50.4686  	SS2011   	7
SRR5788158	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788158/SRR5788158_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788158/SRR5788158_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788158	2011-06-19	100   	Pacific 	GP13    	13.1623  	-53.4215  	TAN1109  	GT19
SRR5788159	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788159/SRR5788159_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788159/SRR5788159_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788159	2011-06-19	77    	Pacific 	GP13    	13.1623  	-53.4215  	TAN1109  	GT19
SRR5788160	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788160/SRR5788160_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788160/SRR5788160_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788160	2011-06-19	15    	Pacific 	GP13    	13.1623  	-53.4215  	TAN1109  	GT19
SRR5788161	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788161/SRR5788161_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788161/SRR5788161_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788161	2011-06-19	101   	Pacific 	GP13    	13.1623  	-53.4215  	TAN1109  	GT18
SRR5788162	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788162/SRR5788162_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788162/SRR5788162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788162	2011-06-19	51    	Pacific 	GP13    	13.1623  	-53.4215  	TAN1109  	GT19
SRR5788163	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788163/SRR5788163_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788163/SRR5788163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788163	2011-06-19	32    	Pacific 	GP13    	16.8312  	-56.2685  	TAN1109  	GT19
SRR5788164	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788164/SRR5788164_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788164/SRR5788164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788164	2011-06-19	30    	Pacific 	GP13    	16.8312  	-56.2685  	TAN1109  	GT18
SRR5788165	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788165/SRR5788165_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788165/SRR5788165_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788165	2011-06-19	14    	Pacific 	GP13    	16.8312  	-56.2685  	TAN1109  	GT18
SRR5788166	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788166/SRR5788166_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788166/SRR5788166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788166	2011-06-19	74    	Pacific 	GP13    	16.8312  	-56.2685  	TAN1109  	GT18
SRR5788167	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788167/SRR5788167_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788167/SRR5788167_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788167	2011-06-19	51    	Pacific 	GP13    	16.8312  	-56.2685  	TAN1109  	GT18
SRR5788168	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788168/SRR5788168_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788168/SRR5788168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788168	2010-11-02	185.4 	Atlantic	GA03    	17.3487  	-20.7835  	KN199-4  	12
SRR5788169	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788169/SRR5788169_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788169/SRR5788169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788169	2010-11-02	2     	Atlantic	GA03    	17.35162 	-20.81672 	KN199-4  	12
SRR5788170	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788170/SRR5788170_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788170/SRR5788170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788170	2011-06-17	101   	Pacific 	GP13    	17.35162 	-20.81672 	TAN1109  	GT14
SRR5788171	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788171/SRR5788171_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788171/SRR5788171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788171	2011-06-17	14    	Pacific 	GP13    	17.35162 	-20.81672 	TAN1109  	GT15
SRR5788172	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788172/SRR5788172_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788172/SRR5788172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788172	2010-11-02	50.4  	Atlantic	GA03    	17.35162 	-20.81672 	KN199-4  	12
SRR5788173	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788173/SRR5788173_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788173/SRR5788173_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788173	2010-11-02	71.9  	Atlantic	GA03    	17.35162 	-20.81672 	KN199-4  	12
SRR5788174	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788174/SRR5788174_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788174/SRR5788174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788174	2010-11-02	91.6  	Atlantic	GA03    	17.39978 	-24.4998  	KN199-4  	12
SRR5788175	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788175/SRR5788175_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788175/SRR5788175_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788175	2010-11-02	136.5 	Atlantic	GA03    	17.39978 	-24.4998  	KN199-4  	12
SRR5788176	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788176/SRR5788176_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788176/SRR5788176_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788176	2011-06-17	31    	Pacific 	GP13    	17.39978 	-24.4998  	TAN1109  	GT15
SRR5788177	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788177/SRR5788177_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788177/SRR5788177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788177	2011-06-17	51    	Pacific 	GP13    	17.39978 	-24.4998  	TAN1109  	GT15
SRR5788178	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788178/SRR5788178_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788178/SRR5788178_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788178	2011-06-13	16    	Pacific 	GP13    	17.39978 	-24.4998  	TAN1109  	GT7
SRR5788179	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788179/SRR5788179_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788179/SRR5788179_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788179	2011-06-13	102   	Pacific 	GP13    	17.39978 	-24.4998  	TAN1109  	GT6
SRR5788180	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788180/SRR5788180_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788180/SRR5788180_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788180	2011-03-24	149   	Atlantic	GA02    	17.39998 	-24.50003 	JC057    	16
SRR5788181	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788181/SRR5788181_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788181/SRR5788181_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788181	2011-03-25	10    	Atlantic	GA02    	17.39998 	-24.50003 	JC057    	17
SRR5788182	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788182/SRR5788182_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788182/SRR5788182_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788182	2011-03-24	10    	Atlantic	GA02    	17.39998 	-24.50003 	JC057    	16
SRR5788183	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788183/SRR5788183_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788183/SRR5788183_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788183	2011-03-24	50    	Atlantic	GA02    	17.39998 	-24.50003 	JC057    	16
SRR5788184	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788184/SRR5788184_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788184/SRR5788184_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788184	2011-03-23	50    	Atlantic	GA02    	17.39998 	-24.50003 	JC057    	15
SRR5788185	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788185/SRR5788185_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788185/SRR5788185_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788185	2011-03-23	135   	Atlantic	GA02    	17.39998 	-24.50003 	JC057    	15
SRR5788186	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788186/SRR5788186_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788186/SRR5788186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788186	2011-03-20	143   	Atlantic	GA02    	17.39998 	-24.50003 	JC057    	13
SRR5788187	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788187/SRR5788187_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788187/SRR5788187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788187	2011-03-23	10    	Atlantic	GA02    	17.4     	-24.4998  	JC057    	15
SRR5788188	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788188/SRR5788188_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788188/SRR5788188_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788188	2011-03-22	49    	Atlantic	GA02    	19.43336 	-29.38323 	JC057    	14
SRR5788189	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788189/SRR5788189_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788189/SRR5788189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788189	2011-03-22	149   	Atlantic	GA02    	19.43336 	-29.38323 	JC057    	14
SRR5788190	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788190/SRR5788190_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788190/SRR5788190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788190	2011-03-11	50    	Atlantic	GA02    	19.43336 	-29.38323 	JC057    	6
SRR5788191	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788191/SRR5788191_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788191/SRR5788191_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788191	2011-06-15	15    	Pacific 	GP13    	19.43336 	-29.38323 	TAN1109  	GT10
SRR5788192	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788192/SRR5788192_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788192/SRR5788192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788192	2010-06-28	9     	Atlantic	GA02    	19.43336 	-29.38323 	PE321    	35
